src,dst,type
wilmervv67,diariodeca,mention
wilmervv67,dtransitopnc,mention
wilmervv67,fjimenezmingob,mention
wilmervv67,guatemalagob,mention
wilmervv67,mingobguate,mention
wilmervv67,pncdeguatemala,mention
wilmervv67,radio_tgw,mention
wilmervv67,fjimenezmingob,reply
colochitaaaaaa,__vadertg,mention
colochitaaaaaa,barevalodeleon,mention
colochitaaaaaa,congresoguate,mention
colochitaaaaaa,oco_motora,mention
colochitaaaaaa,usaidguate,mention
colochitaaaaaa,oco_motora,reply
marianelaprez6,barevalodeleon,mention
marianelaprez6,factor4_gt,mention
marianelaprez6,factor4_gt,reply
aicas1970,barevalodeleon,mention
aicas1970,factor4_gt,mention
aicas1970,factor4_gt,reply
vernyveliz2,barevalodeleon,mention
vernyveliz2,mingobguate,mention
vernyveliz2,nenucosm81863,mention
vernyveliz2,nenucosm81863,reply
qschwank,barevalodeleon,mention
qschwank,civ_guatemala,mention
qschwank,factor4_gt,mention
qschwank,factor4_gt,reply
celica502x,_spguatemala,mention
celica502x,agn_noticias,mention
celica502x,barevalodeleon,mention
celica502x,diariodeca,mention
celica502x,dtransitopnc,mention
celica502x,fjimenezmingob,mention
celica502x,guatemalagob,mention
celica502x,mingobguate,mention
celica502x,pncdeguatemala,mention
celica502x,radio_tgw,mention
celica502x,fjimenezmingob,reply
gonzalezogm,barevalodeleon,mention
gonzalezogm,factor4_gt,mention
gonzalezogm,muniguate,mention
gonzalezogm,factor4_gt,reply
rdm19761,avillagran502,mention
rdm19761,bancadasemilla,mention
rdm19761,barevalodeleon,mention
rdm19761,elquenews,mention
rdm19761,lucreciapeinado,mention
rdm19761,santipalomov,mention
rdm19761,elquenews,reply
rojoloco88,barevalodeleon,mention
rojoloco88,guatemalagob,mention
rojoloco88,magaguatemala,mention
rojoloco88,maynorestradagt,mention
rojoloco88,guatemalagob,reply
arodas45,barevalodeleon,mention
arodas45,olsenpsico,mention
arodas45,olsenpsico,reply
rojoloco88,barevalodeleon,mention
rojoloco88,guatemalagob,mention
rojoloco88,magaguatemala,mention
rojoloco88,maynorestradagt,mention
rojoloco88,guatemalagob,reply
angemaro12,__vadertg,mention
angemaro12,barevalodeleon,mention
angemaro12,congresoguate,mention
angemaro12,mpguatemala,mention
angemaro12,savir_uno,mention
angemaro12,usaidguate,mention
angemaro12,savir_uno,reply
jaehsaurio,barevalodeleon,mention
jaehsaurio,barevalodeleon,reply
vanessaherrer02,barevalodeleon,mention
vanessaherrer02,barevalodeleon,reply
oco_motora,__vadertg,mention
oco_motora,barevalodeleon,mention
oco_motora,colochitaaaaaa,mention
oco_motora,congresoguate,mention
oco_motora,usaidguate,mention
oco_motora,colochitaaaaaa,reply
jossrey14,avillagran502,mention
jossrey14,bancadasemilla,mention
jossrey14,barevalodeleon,mention
jossrey14,elquenews,mention
jossrey14,lucreciapeinado,mention
jossrey14,santipalomov,mention
jossrey14,elquenews,reply
tv_profe,avillagran502,mention
tv_profe,bancadasemilla,mention
tv_profe,barevalodeleon,mention
tv_profe,elquenews,mention
tv_profe,lucreciapeinado,mention
tv_profe,santipalomov,mention
tv_profe,elquenews,reply
meda_silvi32928,barevalodeleon,mention
meda_silvi32928,drgiammattei,mention
meda_silvi32928,jimmymoralesgt,mention
meda_silvi32928,ottoperezmolina,mention
meda_silvi32928,uclcgt,mention
meda_silvi32928,vicentecarrera_,mention
meda_silvi32928,vicentecarrera_,reply
_ivanw,barevalodeleon,mention
_ivanw,mpguatemala,mention
_ivanw,santipalomov,mention
_ivanw,ubaldomacu,mention
_ivanw,ubaldomacu,reply
cojulun_ju66554,barevalodeleon,mention
cojulun_ju66554,mpguatemala,mention
cojulun_ju66554,santipalomov,mention
cojulun_ju66554,ubaldomacu,mention
cojulun_ju66554,ubaldomacu,reply
mendiamariela,barevalodeleon,mention
mendiamariela,mpguatemala,mention
mendiamariela,noficciongt,mention
estaciondoblea,barevalodeleon,mention
estaciondoblea,factor4_gt,mention
estaciondoblea,factor4_gt,reply
jsandoval1982,ligiaihernandez,mention
lgodoy01,barevalodeleon,mention
lgodoy01,ligiaihernandez,mention
lgodoy01,prensacomunitar,mention
lgodoy01,prensacomunitar,reply
carlespgt,barevalodeleon,mention
carlespgt,mingobguate,mention
carlespgt,nenucosm81863,mention
carlespgt,nenucosm81863,reply
porquesi849468,barevalodeleon,mention
porquesi849468,olsenpsico,mention
porquesi849468,olsenpsico,reply
jgleon70,__vadertg,mention
jgleon70,barevalodeleon,mention
jgleon70,congresoguate,mention
jgleon70,usaidguate,mention
jgleon70,__vadertg,reply
dell_mau,barevalodeleon,mention
dell_mau,cesa71183,mention
dell_mau,cesa71183,reply
solitariagt,_spguatemala,mention
solitariagt,agn_noticias,mention
solitariagt,barevalodeleon,mention
solitariagt,diariodeca,mention
solitariagt,fjimenezmingob,mention
solitariagt,guatemalagob,mention
solitariagt,pncdeguatemala,mention
solitariagt,radio_tgw,mention
solitariagt,fjimenezmingob,reply
fullgallogt,_spguatemala,mention
fullgallogt,agn_noticias,mention
fullgallogt,barevalodeleon,mention
fullgallogt,diariodeca,mention
fullgallogt,dtransitopnc,mention
fullgallogt,fjimenezmingob,mention
fullgallogt,guatemalagob,mention
fullgallogt,mingobguate,mention
fullgallogt,radio_tgw,mention
fullgallogt,fjimenezmingob,reply
mynor007,barevalodeleon,mention
mynor007,factor4_gt,mention
mynor007,factor4_gt,reply
1207_pedro,barevalodeleon,mention
1207_pedro,felixsinexcusas,mention
1207_pedro,lazarozamoragt,mention
1207_pedro,msemillagt,mention
1207_pedro,lazarozamoragt,reply
theclowbala,bancadasemilla,mention
theclowbala,barevalodeleon,mention
theclowbala,concriteriogt,mention
theclowbala,jlfont001,mention
theclowbala,karinapazgt,mention
theclowbala,karinherreravp,mention
theclowbala,leraovalle,mention
theclowbala,perico8461,mention
theclowbala,samuel_pz,mention
theclowbala,leraovalle,reply
violetrebelde,barevalodeleon,mention
violetrebelde,factor4_gt,mention
violetrebelde,muniguate,mention
violetrebelde,rquinonezl,mention
violetrebelde,factor4_gt,reply
mendiamariela,_spguatemala,mention
mendiamariela,agn_noticias,mention
mendiamariela,barevalodeleon,mention
mendiamariela,diariodeca,mention
mendiamariela,fjimenezmingob,mention
mendiamariela,guatemalagob,mention
mendiamariela,pncdeguatemala,mention
mendiamariela,radio_tgw,mention
mendiamariela,fjimenezmingob,reply
davidmoral50515,_spguatemala,mention
davidmoral50515,agn_noticias,mention
davidmoral50515,barevalodeleon,mention
davidmoral50515,diariodeca,mention
davidmoral50515,fjimenezmingob,mention
davidmoral50515,guatemalagob,mention
davidmoral50515,pncdeguatemala,mention
davidmoral50515,radio_tgw,mention
davidmoral50515,fjimenezmingob,reply
pensamientos_y_,__vadertg,mention
pensamientos_y_,barevalodeleon,mention
pensamientos_y_,congresoguate,mention
pensamientos_y_,usaidguate,mention
pensamientos_y_,__vadertg,reply
rjrm__,barevalodeleon,mention
rjrm__,fjimenezmingob,mention
rjrm__,giovannygali,mention
rjrm__,kennetkda,mention
rjrm__,pncdeguatemala,mention
rjrm__,tacticayseggt,mention
rjrm__,kennetkda,reply
estaciondoblea,_spguatemala,mention
estaciondoblea,agn_noticias,mention
estaciondoblea,barevalodeleon,mention
estaciondoblea,diariodeca,mention
estaciondoblea,fjimenezmingob,mention
estaciondoblea,guatemalagob,mention
estaciondoblea,pncdeguatemala,mention
estaciondoblea,radio_tgw,mention
estaciondoblea,fjimenezmingob,reply
lamportnanogt,barevalodeleon,mention
lamportnanogt,factor4_gt,mention
lamportnanogt,factor4_gt,reply
deleriv,_spguatemala,mention
deleriv,agn_noticias,mention
deleriv,barevalodeleon,mention
deleriv,dera,mention
deleriv,diariodeca,mention
deleriv,fjimenezmingob,mention
deleriv,guatemalagob,mention
deleriv,pncdeguatemala,mention
deleriv,radio_tgw,mention
deleriv,fjimenezmingob,reply
beteta2_hugo,_spguatemala,mention
beteta2_hugo,agn_noticias,mention
beteta2_hugo,barevalodeleon,mention
beteta2_hugo,diariodeca,mention
beteta2_hugo,fjimenezmingob,mention
beteta2_hugo,guatemalagob,mention
beteta2_hugo,pncdeguatemala,mention
beteta2_hugo,radio_tgw,mention
beteta2_hugo,fjimenezmingob,reply
resilente58136,barevalodeleon,mention
resilente58136,mpguatemala,mention
resilente58136,santipalomov,mention
resilente58136,ubaldomacu,mention
resilente58136,ubaldomacu,reply
manu02220,barevalodeleon,mention
manu02220,factor4_gt,mention
manu02220,factor4_gt,reply
joshchapin,barevalodeleon,mention
joshchapin,factor4_gt,mention
joshchapin,factor4_gt,reply
albaquinonez,__vadertg,mention
albaquinonez,barevalodeleon,mention
albaquinonez,congresoguate,mention
albaquinonez,usaidguate,mention
albaquinonez,__vadertg,reply
elsamygarcia75,barevalodeleon,mention
elsamygarcia75,ligiaihernandez,mention
elsamygarcia75,ligiaihernandez,reply
manuelhern30456,_spguatemala,mention
manuelhern30456,agn_noticias,mention
manuelhern30456,barevalodeleon,mention
manuelhern30456,diariodeca,mention
manuelhern30456,dtransitopnc,mention
manuelhern30456,fjimenezmingob,mention
manuelhern30456,guatemalagob,mention
manuelhern30456,mingobguate,mention
manuelhern30456,radio_tgw,mention
manuelhern30456,fjimenezmingob,reply
licojoachin,barevalodeleon,mention
licojoachin,barevalodeleon,reply
juliaramir,avillagran502,mention
juliaramir,bancadasemilla,mention
juliaramir,barevalodeleon,mention
juliaramir,elquenews,mention
juliaramir,lucreciapeinado,mention
juliaramir,santipalomov,mention
juliaramir,elquenews,reply
juliaramir,avillagran502,mention
juliaramir,bancadasemilla,mention
juliaramir,barevalodeleon,mention
juliaramir,elquenews,mention
juliaramir,lucreciapeinado,mention
juliaramir,santipalomov,mention
juliaramir,elquenews,reply
licojoachin,barevalodeleon,mention
licojoachin,caoilfhionnanna,mention
licojoachin,cidh,mention
licojoachin,jczamora,mention
licojoachin,pressfreedom,mention
licojoachin,pvacav,mention
licojoachin,rele_cidh,mention
licojoachin,rsf_inter,mention
licojoachin,un_spexperts,mention
licojoachin,unhumanrights,mention
licojoachin,volker_turk,mention
licojoachin,jczamora,reply
luroriba,albertologos,mention
luroriba,barevalodeleon,mention
luroriba,albertologos,reply
matiasvega69,_spguatemala,mention
matiasvega69,agn_noticias,mention
matiasvega69,barevalodeleon,mention
matiasvega69,diariodeca,mention
matiasvega69,dtransitopnc,mention
matiasvega69,fjimenezmingob,mention
matiasvega69,guatemalagob,mention
matiasvega69,mingobguate,mention
matiasvega69,radio_tgw,mention
matiasvega69,fjimenezmingob,reply
elakademicista,barevalodeleon,mention
elanalistagt2,_spguatemala,mention
elanalistagt2,agn_noticias,mention
elanalistagt2,barevalodeleon,mention
elanalistagt2,diariodeca,mention
elanalistagt2,fjimenezmingob,mention
elanalistagt2,guatemalagob,mention
elanalistagt2,pncdeguatemala,mention
elanalistagt2,radio_tgw,mention
elanalistagt2,fjimenezmingob,reply
davith_dieguez,barevalodeleon,mention
davith_dieguez,pncdeguatemala,mention
davith_dieguez,vichoguate,mention
davith_dieguez,vichoguate,reply
glowgt502,barevalodeleon,mention
samemerz68789,_spguatemala,mention
samemerz68789,agn_noticias,mention
samemerz68789,barevalodeleon,mention
samemerz68789,diariodeca,mention
samemerz68789,fjimenezmingob,mention
samemerz68789,guatemalagob,mention
samemerz68789,pncdeguatemala,mention
samemerz68789,radio_tgw,mention
samemerz68789,fjimenezmingob,reply
solitariagt,_spguatemala,mention
solitariagt,agn_noticias,mention
solitariagt,barevalodeleon,mention
solitariagt,diariodeca,mention
solitariagt,dtransitopnc,mention
solitariagt,fjimenezmingob,mention
solitariagt,guatemalagob,mention
solitariagt,mingobguate,mention
solitariagt,radio_tgw,mention
solitariagt,fjimenezmingob,reply
mike_1087jl,_spguatemala,mention
mike_1087jl,agn_noticias,mention
mike_1087jl,barevalodeleon,mention
mike_1087jl,diariodeca,mention
mike_1087jl,fjimenezmingob,mention
mike_1087jl,guatemalagob,mention
mike_1087jl,pncdeguatemala,mention
mike_1087jl,radio_tgw,mention
mike_1087jl,fjimenezmingob,reply
lapicerobicrojo,_spguatemala,mention
lapicerobicrojo,agn_noticias,mention
lapicerobicrojo,barevalodeleon,mention
lapicerobicrojo,diariodeca,mention
lapicerobicrojo,fjimenezmingob,mention
lapicerobicrojo,guatemalagob,mention
lapicerobicrojo,pncdeguatemala,mention
lapicerobicrojo,radio_tgw,mention
lapicerobicrojo,raulfalla31,mention
lapicerobicrojo,sandra_jovelp,mention
lapicerobicrojo,fjimenezmingob,reply
mike_1087jl,_spguatemala,mention
mike_1087jl,agn_noticias,mention
mike_1087jl,barevalodeleon,mention
mike_1087jl,diariodeca,mention
mike_1087jl,fjimenezmingob,mention
mike_1087jl,guatemalagob,mention
mike_1087jl,mendiamariela,mention
mike_1087jl,pncdeguatemala,mention
mike_1087jl,radio_tgw,mention
mike_1087jl,mendiamariela,reply
noreias,_spguatemala,mention
noreias,agn_noticias,mention
noreias,barevalodeleon,mention
noreias,diariodeca,mention
noreias,fjimenezmingob,mention
noreias,guatemalagob,mention
noreias,pncdeguatemala,mention
noreias,radio_tgw,mention
noreias,fjimenezmingob,reply
cazador16876354,_spguatemala,mention
cazador16876354,agn_noticias,mention
cazador16876354,barevalodeleon,mention
cazador16876354,diariodeca,mention
cazador16876354,fjimenezmingob,mention
cazador16876354,guatemalagob,mention
cazador16876354,pncdeguatemala,mention
cazador16876354,radio_tgw,mention
cazador16876354,fjimenezmingob,reply
robrodastrader,_spguatemala,mention
robrodastrader,agn_noticias,mention
robrodastrader,barevalodeleon,mention
robrodastrader,diariodeca,mention
robrodastrader,fjimenezmingob,mention
robrodastrader,guatemalagob,mention
robrodastrader,pncdeguatemala,mention
robrodastrader,radio_tgw,mention
robrodastrader,fjimenezmingob,reply
cobrejacinto,barevalodeleon,mention
cobrejacinto,olsenpsico,mention
cobrejacinto,olsenpsico,reply
rolo688,_spguatemala,mention
rolo688,agn_noticias,mention
rolo688,barevalodeleon,mention
rolo688,diariodeca,mention
rolo688,fjimenezmingob,mention
rolo688,guatemalagob,mention
rolo688,pncdeguatemala,mention
rolo688,radio_tgw,mention
rolo688,fjimenezmingob,reply
christianjjhs,_spguatemala,mention
christianjjhs,agn_noticias,mention
christianjjhs,barevalodeleon,mention
christianjjhs,diariodeca,mention
christianjjhs,fjimenezmingob,mention
christianjjhs,guatemalagob,mention
christianjjhs,pncdeguatemala,mention
christianjjhs,radio_tgw,mention
christianjjhs,sandra_jovelp,mention
christianjjhs,fjimenezmingob,reply
qschwank,barevalodeleon,mention
qschwank,rcurruchic25741,mention
qschwank,vicentecarrera_,mention
qschwank,vicentecarrera_,reply
cobrejacinto,avillagran502,mention
cobrejacinto,bancadasemilla,mention
cobrejacinto,barevalodeleon,mention
cobrejacinto,elquenews,mention
cobrejacinto,lucreciapeinado,mention
cobrejacinto,santipalomov,mention
cobrejacinto,elquenews,reply
gandhi_gomez,_spguatemala,mention
gandhi_gomez,agn_noticias,mention
gandhi_gomez,barevalodeleon,mention
gandhi_gomez,diariodeca,mention
gandhi_gomez,fjimenezmingob,mention
gandhi_gomez,guatemalagob,mention
gandhi_gomez,pncdeguatemala,mention
gandhi_gomez,radio_tgw,mention
gandhi_gomez,fjimenezmingob,reply
codimech1,barevalodeleon,mention
codimech1,factor4_gt,mention
codimech1,factor4_gt,reply
codimech1,barevalodeleon,mention
codimech1,factor4_gt,mention
codimech1,factor4_gt,reply
conejo_12toledo,_spguatemala,mention
conejo_12toledo,agn_noticias,mention
conejo_12toledo,barevalodeleon,mention
conejo_12toledo,diariodeca,mention
conejo_12toledo,fjimenezmingob,mention
conejo_12toledo,guatemalagob,mention
conejo_12toledo,pncdeguatemala,mention
conejo_12toledo,radio_tgw,mention
conejo_12toledo,fjimenezmingob,reply
monymmorales,_spguatemala,mention
monymmorales,agn_noticias,mention
monymmorales,barevalodeleon,mention
monymmorales,diariodeca,mention
monymmorales,fjimenezmingob,mention
monymmorales,guatemalagob,mention
monymmorales,pncdeguatemala,mention
monymmorales,radio_tgw,mention
monymmorales,fjimenezmingob,reply
jobs0901,_spguatemala,mention
jobs0901,agn_noticias,mention
jobs0901,barevalodeleon,mention
jobs0901,diariodeca,mention
jobs0901,fjimenezmingob,mention
jobs0901,guatemalagob,mention
jobs0901,pncdeguatemala,mention
jobs0901,radio_tgw,mention
jobs0901,fjimenezmingob,reply
aroldog3,barevalodeleon,mention
dgm10629,_spguatemala,mention
dgm10629,agn_noticias,mention
dgm10629,barevalodeleon,mention
dgm10629,diariodeca,mention
dgm10629,fjimenezmingob,mention
dgm10629,guatemalagob,mention
dgm10629,pncdeguatemala,mention
dgm10629,radio_tgw,mention
dgm10629,fjimenezmingob,reply
sw_jrh96,barevalodeleon,mention
efacedwin,_spguatemala,mention
efacedwin,agn_noticias,mention
efacedwin,barevalodeleon,mention
efacedwin,diariodeca,mention
efacedwin,fjimenezmingob,mention
efacedwin,guatemalagob,mention
efacedwin,pncdeguatemala,mention
efacedwin,radio_tgw,mention
efacedwin,fjimenezmingob,reply
chiqui5256,barevalodeleon,mention
chiqui5256,factor4_gt,mention
chiqui5256,factor4_gt,reply
mr_checha,barevalodeleon,mention
mr_checha,olsenpsico,mention
mr_checha,olsenpsico,reply
leonel23510423,barevalodeleon,mention
leonel23510423,barevalodeleon,reply
snakeeyes146321,barevalodeleon,mention
snakeeyes146321,elakademicista,mention
snakeeyes146321,elakademicista,reply
casia_daniel,_spguatemala,mention
casia_daniel,agn_noticias,mention
casia_daniel,barevalodeleon,mention
casia_daniel,diariodeca,mention
casia_daniel,fjimenezmingob,mention
casia_daniel,guatemalagob,mention
casia_daniel,pncdeguatemala,mention
casia_daniel,radio_tgw,mention
casia_daniel,fjimenezmingob,reply
_anderrrson,_spguatemala,mention
_anderrrson,agn_noticias,mention
_anderrrson,barevalodeleon,mention
_anderrrson,diariodeca,mention
_anderrrson,fjimenezmingob,mention
_anderrrson,guatemalagob,mention
_anderrrson,pncdeguatemala,mention
_anderrrson,radio_tgw,mention
_anderrrson,fjimenezmingob,reply
luisalbert98610,barevalodeleon,mention
luisalbert98610,wichomarg,mention
luisalbert98610,wichomarg,reply
10elcrack10,_spguatemala,mention
10elcrack10,agn_noticias,mention
10elcrack10,barevalodeleon,mention
10elcrack10,diariodeca,mention
10elcrack10,fjimenezmingob,mention
10elcrack10,guatemalagob,mention
10elcrack10,pncdeguatemala,mention
10elcrack10,radio_tgw,mention
10elcrack10,fjimenezmingob,reply
chichiflixer,__vadertg,mention
chichiflixer,barevalodeleon,mention
chichiflixer,congresoguate,mention
chichiflixer,usaidguate,mention
chichiflixer,__vadertg,reply
10elcrack10,barevalodeleon,mention
10elcrack10,mpguatemala,mention
10elcrack10,santipalomov,mention
10elcrack10,ubaldomacu,mention
10elcrack10,ubaldomacu,reply
licigir21,__vadertg,mention
licigir21,barevalodeleon,mention
licigir21,congresoguate,mention
licigir21,usaidguate,mention
